Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
State,Alabama,Overall,Overall,Up-to-date,Yes,October Week 5,,25.5678,3.2178,2202,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall",22.3 - 28.8,,1,1,12,3,3120101
State,Alabama,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,25.5678,3.2178,2202,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall",22.3 - 28.8,1,1,1,12,3,3120101
State,Alabama,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,15.3517,3.9008,514,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall",11.5 - 19.3,2,1,1,12,3,3120101
State,Alabama,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,18.123,4.6139,514,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall",13.5 - 22.7,3,1,1,12,3,3120101
State,Alabama,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,40.9576,5.6395,514,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alabama, Overall",35.3 - 46.6,4,1,1,12,3,3120101
State,Alaska,Overall,Overall,Up-to-date,Yes,October Week 5,,27.5424,4.3335,1085,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall",23.2 - 31.9,,1,1,13,3,3130101
State,Alaska,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,27.5424,4.3335,1085,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall",23.2 - 31.9,1,1,1,13,3,3130101
State,Alaska,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,16.5225,5.1775,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall",11.3 - 21.7,2,1,1,13,3,3130101
State,Alaska,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,22.1416,5.6288,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall",16.5 - 27.8,3,1,1,13,3,3130101
State,Alaska,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,33.7935,6.3758,290,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Alaska, Overall",27.4 - 40.2,4,1,1,13,3,3130101
State,Arizona,Overall,Overall,Up-to-date,Yes,October Week 5,,25.605,2.7322,2931,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall",22.9 - 28.3,,1,1,14,3,3140101
State,Arizona,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,25.605,2.7322,2931,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall",22.9 - 28.3,1,1,1,14,3,3140101
State,Arizona,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,20.8779,4.1019,551,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall",16.8 - 25,2,1,1,14,3,3140101
State,Arizona,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,19.3038,4.4122,551,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall",14.9 - 23.7,3,1,1,14,3,3140101
State,Arizona,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,34.2132,4.8086,551,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arizona, Overall",29.4 - 39,4,1,1,14,3,3140101
State,Arkansas,Overall,Overall,Up-to-date,Yes,October Week 5,,27.9955,5.2948,1864,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall",22.7 - 33.3,,1,1,15,3,3150101
State,Arkansas,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,27.9955,5.2948,1864,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall",22.7 - 33.3,1,1,1,15,3,3150101
State,Arkansas,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,16.8614,5.6355,179,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall",11.2 - 22.5,2,1,1,15,3,3150101
State,Arkansas,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,15.6761,5.5396,179,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall",10.1 - 21.2,3,1,1,15,3,3150101
State,Arkansas,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,39.467,8.4283,179,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Arkansas, Overall",31 - 47.9,4,1,1,15,3,3150101
State,California,Overall,Overall,Up-to-date,Yes,October Week 5,,29.1485,3.822,2309,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall",25.3 - 33,,1,1,16,3,3160101
State,California,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,29.1485,3.822,2309,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall",25.3 - 33,1,1,1,16,3,3160101
State,California,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,15.9104,5.2824,396,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall",10.6 - 21.2,2,1,1,16,3,3160101
State,California,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,16.7559,5.2158,396,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall",11.5 - 22,3,1,1,16,3,3160101
State,California,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,38.1852,7.5188,396,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, California, Overall",30.7 - 45.7,4,1,1,16,3,3160101
State,Colorado,Overall,Overall,Up-to-date,Yes,October Week 5,,31.987,3.6823,1996,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall",28.3 - 35.7,,1,1,17,3,3170101
State,Colorado,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,31.987,3.6823,1996,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall",28.3 - 35.7,1,1,1,17,3,3170101
State,Colorado,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,15.8146,4.2456,372,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall",11.6 - 20.1,2,1,1,17,3,3170101
State,Colorado,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,26.0228,5.7523,372,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall",20.3 - 31.8,3,1,1,17,3,3170101
State,Colorado,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,26.1756,5.6694,372,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Colorado, Overall",20.5 - 31.8,4,1,1,17,3,3170101
State,Connecticut,Overall,Overall,Up-to-date,Yes,October Week 5,,30.1552,8.029,738,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall",22.1 - 38.2,,1,1,18,3,3180101
State,Connecticut,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,30.1552,8.029,738,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Connecticut, Overall",22.1 - 38.2,1,1,1,18,3,3180101
State,Iowa,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,6.788,4.3191,184,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",2.5 - 11.1,3,1,1,28,3,3280101
State,Iowa,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,28.9824,8.3551,184,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",20.6 - 37.3,4,1,1,28,3,3280101
State,Kansas,Overall,Overall,Up-to-date,Yes,October Week 5,,23.1781,3.3393,2070,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",19.8 - 26.5,,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,23.1781,3.3393,2070,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",19.8 - 26.5,1,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,20.7634,7.7676,126,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",13 - 28.5,2,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,26.7997,13.3679,126,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",13.4 - 40.2,3,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,29.2588,13.3232,126,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",15.9 - 42.6,4,1,1,29,3,3290101
State,Kentucky,Overall,Overall,Up-to-date,Yes,October Week 5,,26.2613,4.1515,1945,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",22.1 - 30.4,,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,26.2613,4.1515,1945,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",22.1 - 30.4,1,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,16.3894,5.9826,138,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",10.4 - 22.4,2,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,15.201,7.5988,138,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",7.6 - 22.8,3,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,42.1482,11.6986,138,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",30.4 - 53.8,4,1,1,30,3,3300101
State,Louisiana,Overall,Overall,Up-to-date,Yes,October Week 5,,25.8293,3.4458,2403,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",22.4 - 29.3,,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,25.8293,3.4458,2403,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",22.4 - 29.3,1,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,21.4538,6.0483,288,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",15.4 - 27.5,2,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,16.6325,5.2222,288,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",11.4 - 21.9,3,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,36.0844,6.932,288,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",29.2 - 43,4,1,1,31,3,3310101
State,Maine,Overall,Overall,Up-to-date,Yes,October Week 5,,26.3486,3.3702,2226,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",23 - 29.7,,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,26.3486,3.3702,2226,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",23 - 29.7,1,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,24.5831,6.1182,328,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",18.5 - 30.7,2,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,18.1622,5.5461,328,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",12.6 - 23.7,3,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,30.906,6.7507,328,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",24.2 - 37.7,4,1,1,32,3,3320101
State,Maryland,Overall,Overall,Up-to-date,Yes,October Week 5,,37.0561,8.2791,1156,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",28.8 - 45.3,,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,37.0561,8.2791,1156,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",28.8 - 45.3,1,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,31.9955,11.1438,165,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",20.9 - 43.1,2,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,7.8938,4.6275,165,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",3.3 - 12.5,3,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,23.0547,9.4065,165,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",13.6 - 32.5,4,1,1,33,3,3330101
State,Massachusetts,Overall,Overall,Up-to-date,Yes,October Week 5,,31.207,3.8001,2086,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",27.4 - 35,,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,31.207,3.8001,2086,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",27.4 - 35,1,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,24.9112,6.0063,350,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",18.9 - 30.9,2,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,19.8726,5.6539,350,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",14.2 - 25.5,3,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,24.0092,6.524,350,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",17.5 - 30.5,4,1,1,34,3,3340101
State,Michigan,Overall,Overall,Up-to-date,Yes,October Week 5,,21.2071,5.8309,633,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",15.4 - 27,,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,21.2071,5.8309,633,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",15.4 - 27,1,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,32.1118,15.0853,85,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",17 - 47.2,2,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,11.0751,9.7696,85,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",1.3 - 20.8,3,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,35.606,14.9427,85,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",20.7 - 50.5,4,1,1,35,3,3350101
State,Minnesota,Overall,Overall,Up-to-date,Yes,October Week 5,,31.8091,3.981,1477,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",27.8 - 35.8,,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,31.8091,3.981,1477,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",27.8 - 35.8,1,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,22.0721,5.0469,381,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",17 - 27.1,2,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,16.5878,4.2298,381,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",12.4 - 20.8,3,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,29.5311,5.3928,381,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",24.1 - 34.9,4,1,1,36,3,3360101
State,Mississippi,Overall,Overall,Up-to-date,Yes,October Week 5,,22.0836,8.8096,1973,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",13.3 - 30.9,,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,22.0836,8.8096,1973,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",13.3 - 30.9,1,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,19.5063,5.3148,297,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",14.2 - 24.8,2,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,17.8453,5.0966,297,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",12.7 - 22.9,3,1,1,37,3,3370101
State,North Dakota,Overall,Overall,Up-to-date,Yes,October Week 5,,29.289,4.3341,918,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",25 - 33.6,,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,29.289,4.3341,918,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",25 - 33.6,1,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,19.5735,4.9746,323,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",14.6 - 24.5,2,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,14.4533,4.2139,323,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",10.2 - 18.7,3,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,36.6841,6.2467,323,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",30.4 - 42.9,4,1,1,47,3,3470101
State,Ohio,Overall,Overall,Up-to-date,Yes,October Week 5,,17.2059,4.8811,606,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",12.3 - 22.1,,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,17.2059,4.8811,606,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",12.3 - 22.1,1,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,26.6958,13.7602,104,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",12.9 - 40.5,2,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,16.7079,8.4594,104,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",8.2 - 25.2,3,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,39.3904,14.2603,104,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",25.1 - 53.7,4,1,1,48,3,3480101
State,Oklahoma,Overall,Overall,Up-to-date,Yes,October Week 5,,27.0315,2.8066,3150,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",24.2 - 29.8,,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,27.0315,2.8066,3150,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",24.2 - 29.8,1,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,19.1198,3.2834,648,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",15.8 - 22.4,2,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,17.4746,3.5831,648,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",13.9 - 21.1,3,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,36.3741,4.3573,648,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",32 - 40.7,4,1,1,49,3,3490101
State,Oregon,Overall,Overall,Up-to-date,Yes,October Week 5,,27.3011,3.7554,1745,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",23.5 - 31.1,,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,27.3011,3.7554,1745,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",23.5 - 31.1,1,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,22.5512,5.8369,265,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",16.7 - 28.4,2,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,17.0035,5.2236,265,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",11.8 - 22.2,3,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,33.1443,6.9338,265,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",26.2 - 40.1,4,1,1,50,3,3500101
State,Pennsylvania,Overall,Overall,Up-to-date,Yes,October Week 5,,31.0487,3.2428,4139,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",27.8 - 34.3,,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,31.0487,3.2428,4139,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",27.8 - 34.3,1,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,17.7954,3.6617,756,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",14.1 - 21.5,2,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,16.9732,3.6907,756,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",13.3 - 20.7,3,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,34.1827,4.9087,756,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",29.3 - 39.1,4,1,1,51,3,3510101
State,Puerto Rico,Overall,Overall,Up-to-date,Yes,October Week 5,,19.9666,2.4328,2541,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",17.5 - 22.4,,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,19.9666,2.4328,2541,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",17.5 - 22.4,1,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,14.3418,2.8145,727,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",11.5 - 17.2,2,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,34.98,4.1315,727,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",30.8 - 39.1,3,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,30.7116,3.9562,727,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",26.8 - 34.7,4,1,1,52,3,3520101
State,Rhode Island,Overall,Overall,Up-to-date,Yes,October Week 5,,31.2375,9.4247,503,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Rhode Island, Overall",21.8 - 40.7,,1,1,53,3,3530101
State,Rhode Island,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 5,,31.2375,9.4247,503,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Rhode Island, Overall",21.8 - 40.7,1,1,1,53,3,3530101
State,Rhode Island,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,,26.2578,24.0571,50,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Rhode Island, Overall",2.2 - 50.3,2,1,1,53,3,3530101
State,Rhode Island,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,,3.7388,1.0767,50,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Rhode Island, Overall",2.7 - 4.8,3,1,1,53,3,3530101
State,Rhode Island,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,,38.7658,26.9151,50,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, Rhode Island, Overall",11.9 - 65.7,4,1,1,53,3,3530101
State,South Carolina,Overall,Overall,Up-to-date,Yes,October Week 5,,27.3705,4.2367,1743,0,10/28/2023 12:00:00 AM,2023-2024,"2023-2024, South Carolina, Overall",23.1 - 31.6,,1,1,54,3,3540101
